"",mouse,treatment,vessel,roi,rep,alpha,c0,cr,k1,k2,r1,r2,alpha_std,c0_std,cr_std,k1_std,k2_std,r1_std,r2_std,I_plasma,I_plasma_std,logit_alpha,log_c0,log_k1,log_k2,log_r1,log_r2,log_I_plasma,alpha_stnd,c0_stnd,cr_stnd,k1_stnd,k2_stnd,r1_stnd,r2_stnd,I_plasma_stnd
12,E-510,E,1,E-510-3,1,0.6256183855552748,85.63645554032132,2.982732237314805,0.8300352597308297,0.13744315407761526,0.6203285075480292,0.0525400996476684,0.0221547604015942,4.221095587583191,0.9697738407955766,0.08587502292190008,0.011297453825798585,0.0671719783726515,0.0022444538284316,21.864700854700857,0.8882637430351454,0.51346494079506,4.450111074965882,-0.18628709749040193,-1.9845448722492134,-0.47750609038049735,-2.9461785981207482,3.084873503303231,0.07339434547191774,-0.8424105034541903,-0.6777005270219622,0.09765148235499807,-0.20656921049366248,0.7762931056747555,0.16288989355107003,-0.3189266609378764
13,E-510,E,1,E-510-4,1,0.6322963652616566,94.29325484880997,3.372752547776143,0.43890876709643106,0.07942567358192508,0.4735374800479818,0.0265049039132478,0.0145990056703333,3.5012259105547985,0.5816941954948445,0.03398555609200863,0.006940027392441293,0.0381811354005919,0.0014772941260725,20.84188034188034,0.7098896388742145,0.5420809432852557,4.546409658436471,-0.8234637073303954,-2.532933618133213,-0.7475242141602547,-3.6304255097801104,3.0369644403523512,0.14478980923962104,-0.6831837447650762,-0.6293367975902979,-1.124798400354428,-0.8526792352208692,0.049295175331160304,-0.7557070868662692,-0.3890787443651742
14,E-510,E,1,E-510-5,1,0.5510908531197232,136.04331889545406,13.96210489647246,1.309191170662815,0.17817299115029778,0.341687882230646,0.0290967032954218,0.0151677038114999,2.753786053257963,1.349617258844472,0.12170526363291201,0.013559188641706937,0.0320712075571055,0.0014921346521765,14.759415444348576,0.5434535932405091,0.20507916146560942,4.912973356309019,0.26940951955158104,-1.7250003402456788,-1.0738575836719135,-3.5371304000394734,2.6918812143466413,-0.7233927032538935,0.0847360297746279,0.6837757714528832,1.5952337176393048,0.24701746395906352,-0.6037037603824521,-0.6642609110587668,-0.8062561274806176
15,E-511,E,1,E-511-1,1,0.6782591019811689,66.13543387836182,-0.3940819936509677,0.3921082630939741,0.08426631477530622,0.4548684050967141,0.0408311422182883,0.0164536532366086,2.9357304078743467,0.6013689640305898,0.0329815943602591,0.006238944156675184,0.0426255668777569,0.0020128003139029,21.42387316561845,0.6506208132176067,0.7457828141613448,4.191704667951869,-0.9362172959605475,-2.4737730813122183,-0.7877471214308931,-3.198310199065499,3.0645058687305102,0.6361855678979579,-1.2010978611841132,-1.0964359759893334,-1.2710714647106773,-0.7987715719712843,-0.0431653727155974,-0.25023597837174755,-0.3491616634959437
16,S-512,S,1,S-512-1,1,0.743038307398432,242.23624923898376,39.17512520825981,0.9420546299872382,0.21592461381638867,0.4609605508654897,0.060600147836595,0.0186052151319047,8.896309578425921,3.2389033733956483,0.08413726631111734,0.02127519260482107,0.0448307934978203,0.0050701311755717,53.92,1.26293980052169,1.0618205833652516,5.48991348647244,-0.05969201247031308,-1.5328259423254864,-0.7744428126069554,-2.8034579463620717,3.987501466604052,1.3287515259599518,2.0379701861583635,3.8102685714610858,0.44776345024752273,0.6674373382087234,-0.012993383046474629,0.44727169747112394,1.87964678546955
17,S-512,S,1,S-512-1,2,0.5820359030649963,197.84167243919777,17.503745229244842,1.2045333947762533,0.2549113506116865,0.9207109176867936,0.0816795882308578,0.041706078248676,15.585327592470332,5.871483923756979,0.20638806187632083,0.023209939881634983,0.1685451433055677,0.0031599908048579,53.49205128205128,0.9147360517863616,0.33113659860806344,5.287467076671152,0.18609226769987625,-1.3668394389261773,-0.0826091707301931,-2.504951146386502,3.97953306869646,-0.3925536936584928,1.2214092015143763,1.1229501687961005,1.268130112369727,1.1016120258998618,2.2639684370735513,1.1910153010368538,1.8502951115562483
18,S-512,S,1,S-512-1,3,0.7481624319477941,199.28380770449385,17.858059735758406,0.6287689238972568,0.1548109463777729,0.3550518381965588,0.0429738495803482,0.013523610908131,6.032367104517752,2.3200757624795103,0.03900166046276518,0.009767289190784236,0.0238094904503486,0.0021738868422484,44.236790780141845,0.8133533519901087,1.0888358009454826,5.294729978080164,-0.46399146037140065,-1.8655506072918504,-1.0354914770781567,-3.1471634975805927,3.7895568134468096,1.3835344490430466,1.2479347701109818,1.1668862676789158,-0.5313982324212612,-0.01315328452380876,-0.537517369470934,-0.17463506748233942,1.2155055285033132
19,S-513,S,1,S-513-1,1,0.7420172024013089,92.54061962311316,10.427930991149852,0.814075197664677,0.19559268387799034,0.4309513947073626,0.043001078845832,0.0145968150784626,3.164493195515106,1.123783097819474,0.06181743682245916,0.013359132534983668,0.0342391087654018,0.0025662382489461,18.94195895522388,0.5571698021139887,1.0564795200032864,4.5276476791892355,-0.20570253682296924,-1.631720925567705,-0.841759968538559,-3.146530074165356,2.9413795119355437,1.3178347115893634,-0.7154204198002039,0.24552723429519002,0.04776896002982102,0.441011377566978,-0.161616870393541,-0.17367434026878018,-0.5193884535970421
20,S-513,S,1,S-513-2,1,0.6731334435989083,101.17588272403178,7.7922157174146705,0.5572882053957843,0.04039900081102488,0.2509012677441197,0.0188137132283463,0.011739434900532,1.31458281600007,0.6187830376078458,0.03760462695550691,0.003749598690032652,0.0142950054360665,0.0011048179481242,16.154761904761905,0.5434063920978688,0.7223915885036853,4.61686041544867,-0.5846727484637556,-3.208950226721258,-1.3826957728360783,-3.9731692480091434,2.7822148609915556,0.5813862463356896,-0.5565897821719611,-0.08130964301268866,-0.7548082994805376,-1.2872986687707295,-1.0533339725191249,-1.027074531575888,-0.7105536458878597
21,S-517,S,1,S-517-1,1,0.5667046595951218,178.70840244218675,7.353483932006534,0.7128255807732131,0.14195063132344304,0.1864173473174145,0.0258021306298243,0.0137022617408965,2.5190900586025884,0.5305936937873383,0.04580907412760067,0.008250996237857524,0.0103842612384522,0.0009507251638992,10.936157433578291,0.4142012599513004,0.2684187105240132,5.185755440881959,-0.338518515740512,-1.952275948567284,-1.6797673160533368,-3.657298207912987,2.3920744952194815,-0.5564627328880126,0.8694859956985279,-0.13571374657706817,-0.2686825834585394,-0.15637181808922235,-1.372697338857307,-0.780502960216179,-1.0684815243843526
22,S-517,S,1,S-517-2,1,0.6285403954108074,114.15737860751793,8.776609455458068,0.8831415373481103,0.16140769709087893,0.249411874126589,0.0295687816374668,0.0172904089985594,1.5401958258199289,0.5927254371771047,0.05881045642914078,0.015837829154347755,0.0146294764386673,0.0019323838570984,10.453333333333331,0.4250002352259698,0.5259601764137606,4.737578010462035,-0.12426979977601493,-1.8238218347488324,-1.3886496360973486,-3.521036148622444,2.346920906814097,0.10463407035011489,-0.31781775583692434,0.040758236848852075,0.26363298467440743,0.060311242545421265,-1.0607103503254007,-0.6476046222431755,-1.1015969303979571
23,S-524,S,1,S-524-1,1,0.5834707707322487,106.59169873914357,0.1040354595591843,0.2904589840507525,0.08128700089842565,0.4666776573593341,0.0393252295862538,0.0230337102038996,5.683914017206262,1.4922793425097465,0.029772724037087243,0.006827211303237287,0.0512043084863733,0.0017346500454269,35.876666666666665,1.00990743366919,0.33703772000961274,4.669005635708337,-1.2362929035337475,-2.5097691657604986,-0.7621165008399413,-3.23588899187928,3.580087130608097,-0.3772132693006783,-0.45697527119476283,-1.034667865236974,-1.5887721359358196,-0.831950616394015,0.015321185352996876,-0.30336893003726356,0.6421105712064505
24,S-524,S,1,S-524-2,1,0.6180752356993512,156.2928592399195,2.551072213132556,0.7828862128550851,0.1285119416821995,0.5000753214935846,0.0381718455848551,0.0205362426095563,8.165721600609714,2.1986692681486804,0.07520128497717472,0.014121804169407294,0.0582012067897516,0.0023488166155453,27.90625,0.7860685550019864,0.48138655354531806,5.051731550138866,-0.2447679155757594,-2.051733447585731,-0.6929965489182915,-3.265657061681694,3.3288506780767726,-0.0072508055935005195,0.45719108609458237,-0.7312277102379382,-0.04971093852041713,-0.30603140382476846,0.18072661317386823,-0.3440636523567804,0.095444437762916
25,S-524,S,1,S-524-3,1,0.5850752518632483,54.22910464916098,0.1807818205251757,0.36366967282684987,0.04441313968549019,0.5576356176190619,0.0270258853344171,0.0251385862873746,2.9409452312909448,1.0365312508690865,0.051027904853796546,0.0034771097961737727,0.0896703044328075,0.0013335272292757,31.738177506775067,0.7319213357965636,0.3436433006251668,3.9932177504670143,-1.0115093155996917,-3.1142199144628337,-0.5840495449276033,-3.6109601561630367,3.457520294003423,-0.36005947736196214,-1.4200940679221083,-1.025151078195208,-1.3599551174193254,-1.2425953251356696,0.46580000536858507,-0.7373253560269291,0.3582644484814669
26,E-526,E,1,E-526-1,1,0.6036749039688076,122.88350565936966,4.087126539521578,0.559127274326133,0.09040557823540048,0.2981951179322758,0.0323950231733986,0.0190542518170957,2.712841883368428,0.8657382353625702,0.04130535605616935,0.010474195438368493,0.0260106942676609,0.002648953309609,23.67467948717949,0.5647881980630984,0.4208009905368454,4.811236798121399,-0.5813781495850249,-2.4034493073439416,-1.2100072485753377,-3.429750473741729,3.1644061009521804,-0.1612073025454786,-0.1573158339530123,-0.5407522046265963,-0.7490603646294439,-0.7304018387095479,-0.8191062285600573,-0.5478866494143918,-0.19478584597012982
27,E-527,E,1,E-527-1,1,0.6303959625000485,208.56702310771857,10.806848157867275,0.6157836200252158,0.11290844215378862,0.3562212808872798,0.0303965260017754,0.0124161613854884,6.413372529401223,1.0900350730499844,0.03975767017131154,0.010559198966683949,0.028535669603638,0.0017667524120242,30.000833333333333,0.786197328286372,0.5339158701799376,5.340260443337714,-0.48485964334986903,-2.1811780351234984,-1.0322031657020945,-3.4934269533573783,3.4012251590541376,0.12447226673784138,1.4186833627714246,0.29251413942958526,-0.5719832694725885,-0.4797993334211153,-0.5317255821233774,-0.6183994078338946,0.2391054055511249
